Sample Name	Protocol REF	Extract Name	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Parameter Value[QA Instrument]	Parameter Value[gDNA fragment size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Library QA Instrument]	Parameter Value[Library QA Assay]	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Library Batch Number]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Host Contamination]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
RRRM1_FCS_VIV_LAR_OLD_VL7	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL7	Agilent gDNA ScreenTape Assay	6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	8627	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	645	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL7_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL7_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13747068	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.35	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	12.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL8	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL8	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10464	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	592	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12082873	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.99	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL9	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL9	Agilent gDNA ScreenTape Assay	6.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12495	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	625	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL9_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL9_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	16368885	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	9.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL10	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL10	Agilent gDNA ScreenTape Assay	7.1	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12780	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	586	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL10_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL10_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13621489	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.56	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	8.16	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL11	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL11	Agilent gDNA ScreenTape Assay	5.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11456	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	631	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL11_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL11_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13989491	read	SO	http://purl.obolibrary.org/obo/SO_0000150	11.98	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	42.58	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL12	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL12	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12700	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	617	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12847913	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.69	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	1.94	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL13	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL13	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9524	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	652	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13748012	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	4.44	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL14	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL14	Agilent gDNA ScreenTape Assay	4.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	7196	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	692	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14023481	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.64	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	1.4	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL15	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL15	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11376	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	620	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL15_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL15_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13324328	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	5.49	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL16	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL16	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10967	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	656	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	18998075	read	SO	http://purl.obolibrary.org/obo/SO_0000150	2.67	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL17	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL17	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12990	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	585	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14641842	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL18	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL18	Agilent gDNA ScreenTape Assay	5.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9408	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	635	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	16036324	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL19	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL19	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13899	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	577	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL19_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL19_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	15106257	read	SO	http://purl.obolibrary.org/obo/SO_0000150	10.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL20	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL20	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11850	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	637	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL20_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL20_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11398968	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.44	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
